source,target,weight
1551,4150,1.0
1551,5932,1.0
1552,3454,1.0
1552,4139,1.0
1552,4911,1.0
1552,5077,1.0
1552,5980,1.0
1553,3915,1.0
1553,4096,1.0
1553,4765,1.0
1554,1956,1.0
1554,1968,1.0
1554,3311,1.0
1554,3455,1.0
1554,5144,1.0
1555,2606,1.0
1555,2732,1.0
1555,2885,1.0
1555,3224,1.0
1555,3788,1.0
1555,4749,1.0
1555,4971,1.0
1556,1693,1.0
1556,1770,1.0
1556,2961,1.0
1556,3048,1.0
1556,4276,1.0
1556,4409,1.0
1556,5006,1.0
1557,2711,1.0
1557,3559,1.0
1557,4836,1.0
1557,5914,1.0
1558,2307,1.0
1558,3649,1.0
1558,5709,1.0
1559,1715,1.0
1559,2262,1.0
1559,3390,1.0
1559,3837,1.0
1559,4507,1.0
1559,5877,1.0
1560,2311,1.0
1560,3000,1.0
1560,3264,1.0
1560,3411,1.0
1560,3748,1.0
1560,4731,1.0
1560,5262,1.0
1560,5933,1.0
1561,3756,1.0
1561,4322,1.0
1561,4451,1.0
1561,4512,1.0
1561,4711,1.0
1561,4954,1.0
1561,5484,1.0
1561,5509,1.0
1561,5679,1.0
1562,2199,1.0
1562,2236,1.0
1562,2839,1.0
1562,3106,1.0
1562,4067,1.0
1562,4352,1.0
1563,3077,1.0
1563,3114,1.0
1563,3659,1.0
1563,4496,1.0
1563,4909,1.0
1564,2539,1.0
1564,2726,1.0
1564,3723,1.0
1564,4138,1.0
1564,4916,1.0
1564,5863,1.0
1564,5868,1.0
1565,1626,1.0
1565,3346,1.0
1565,3778,1.0
1565,4258,1.0
1565,4622,1.0
1565,5836,1.0
1566,4246,1.0
1566,4479,1.0
1566,5254,1.0
1567,2160,1.0
1567,2400,1.0
1567,2428,1.0
1567,2556,1.0
1567,4446,1.0
1568,1739,1.0
1568,2396,1.0
1568,2440,1.0
1568,2863,1.0
1568,2898,1.0
1568,4413,1.0
1568,5830,1.0
1569,1988,1.0
1569,2349,1.0
1569,5166,1.0
1569,5362,1.0
1570,1722,1.0
1570,2612,1.0
1570,2993,1.0
1570,3135,1.0
1570,3369,1.0
1570,3911,1.0
1571,2305,1.0
1571,2949,1.0
1571,3663,1.0
1571,3675,1.0
1571,3771,1.0
1571,3959,1.0
1571,4125,1.0
1572,2547,1.0
1572,4091,1.0
1572,4463,1.0
1572,5240,1.0
1573,2227,1.0
1573,4449,1.0
1573,5078,1.0
1574,1690,1.0
1574,1874,1.0
1574,2568,1.0
1574,2894,1.0
1574,2998,1.0
1575,1740,1.0
1575,4532,1.0
1575,4606,1.0
1575,5294,1.0
1575,5428,1.0
1575,5436,1.0
1575,5461,1.0
1576,2491,1.0
1576,3345,1.0
1576,4957,1.0
1576,5965,1.0
1577,2004,1.0
1577,2641,1.0
1577,3977,1.0
1577,4963,1.0
1578,1854,1.0
1578,3065,1.0
1578,3938,1.0
1578,5447,1.0
1578,5866,1.0
1579,1831,1.0
1579,3326,1.0
1579,4079,1.0
1579,4307,1.0
1579,4336,1.0
1580,2248,1.0
1580,2728,1.0
1580,3063,1.0
1580,3189,1.0
1581,2342,1.0
1581,2731,1.0
1581,4111,1.0
1581,4757,1.0
1582,2217,1.0
1582,3409,1.0
1582,3984,1.0
1582,4930,1.0
1582,5851,1.0
1582,5890,1.0
1583,2079,1.0
1583,2184,1.0
1583,2768,1.0
1583,3796,1.0
1583,4486,1.0
1583,5422,1.0
1584,1962,1.0
1584,3650,1.0
1584,4909,1.0
1585,2129,1.0
1585,2948,1.0
1585,3759,1.0
1585,5105,1.0
1585,5654,1.0
1586,1865,1.0
1586,3034,1.0
1586,3292,1.0
1586,3569,1.0
1586,5415,1.0
1587,2750,1.0
1587,3299,1.0
1587,3732,1.0
1587,4225,1.0
1588,1637,1.0
1588,2002,1.0
1588,2007,1.0
1588,2025,1.0
1588,2031,1.0
1588,2483,1.0
1588,3746,1.0
1588,3807,1.0
1588,4009,1.0
1588,4534,1.0
1588,5421,1.0
1588,5476,1.0
1589,1819,1.0
1589,4041,1.0
1589,4727,1.0
1589,5634,1.0
1590,3519,1.0
1590,3824,1.0
1590,5518,1.0
1590,5843,1.0
1591,3025,1.0
1591,4306,1.0
1591,5302,1.0
1591,5994,1.0
1592,1742,1.0
1592,2278,1.0
1592,4198,1.0
1592,4574,1.0
1592,4968,1.0
1592,5940,1.0
1593,2224,1.0
1593,3623,1.0
1593,3887,1.0
1593,4105,1.0
1593,4162,1.0
1593,4902,1.0
1594,1735,1.0
1594,2009,1.0
1594,2515,1.0
1594,2566,1.0
1594,3498,1.0
1594,3669,1.0
1594,4203,1.0
1594,4828,1.0
1594,5393,1.0
1594,5408,1.0
1594,5897,1.0
1595,2438,1.0
1595,2529,1.0
1595,2837,1.0
1595,3830,1.0
1596,3226,1.0
1596,4785,1.0
1596,5744,1.0
1596,5875,1.0
1597,1999,1.0
1597,4355,1.0
1597,4466,1.0
1597,5274,1.0
1598,1818,1.0
1598,2254,1.0
1598,2424,1.0
1598,4017,1.0
1598,5660,1.0
1599,1674,1.0
1599,2493,1.0
1599,4333,1.0
1599,4409,1.0
1599,4742,1.0
1600,1680,1.0
1600,1842,1.0
1600,4185,1.0
1600,5136,1.0
1601,3538,1.0
1601,3617,1.0
1601,4202,1.0
1601,4430,1.0
1601,4679,1.0
1601,5638,1.0
1601,5735,1.0
1602,2475,1.0
1602,4280,1.0
1602,4570,1.0
1602,5453,1.0
1602,5930,1.0
1603,3327,1.0
1603,4478,1.0
1603,4739,1.0
1603,5588,1.0
1604,1648,1.0
1604,2498,1.0
1604,2745,1.0
1605,2594,1.0
1605,2607,1.0
1605,3033,1.0
1605,3432,1.0
1605,4399,1.0
1605,5201,1.0
1605,5932,1.0
1606,2878,1.0
1606,4444,1.0
1606,4606,1.0
1606,5461,1.0
1607,2984,1.0
1607,3916,1.0
1607,5286,1.0
1607,5662,1.0
1607,5701,1.0
1608,2269,1.0
1608,2314,1.0
1608,3631,1.0
1608,4917,1.0
1608,5998,1.0
1609,2059,1.0
1609,2682,1.0
1609,2815,1.0
1609,5745,1.0
1610,2309,1.0
1610,4144,1.0
1610,4579,1.0
1610,4656,1.0
1610,4859,1.0
1611,1886,1.0
1611,2279,1.0
1611,3117,1.0
1611,3397,1.0
1611,3457,1.0
1611,3615,1.0
1611,4437,1.0
1612,2365,1.0
1612,3263,1.0
1612,3356,1.0
1612,5452,1.0
1613,3016,1.0
1613,3679,1.0
1613,4077,1.0
1613,5730,1.0
1614,4029,1.0
1614,5662,1.0
1614,5701,1.0
1614,5757,1.0
1615,1798,1.0
1615,4931,1.0
1615,5316,1.0
1616,2754,1.0
1616,3073,1.0
1616,4165,1.0
1616,4390,1.0
1616,4495,1.0
1617,2849,1.0
1617,3397,1.0
1617,4078,1.0
1617,4870,1.0
1617,5102,1.0
1618,1942,1.0
1618,3848,1.0
1618,4592,1.0
1618,5105,1.0
1618,5175,1.0
1619,2883,1.0
1619,3093,1.0
1619,3094,1.0
1619,5556,1.0
1619,5707,1.0
1619,5717,1.0
1619,5779,1.0
1620,1940,1.0
1620,2351,1.0
1620,2490,1.0
1620,2600,1.0
1620,2765,1.0
1620,3497,1.0
1620,3499,1.0
1620,3919,1.0
1620,4904,1.0
1620,5076,1.0
1621,3446,1.0
1621,3755,1.0
1621,4898,1.0
1621,4942,1.0
1621,5103,1.0
1621,5406,1.0
1621,5435,1.0
1621,5648,1.0
1621,5655,1.0
1621,5778,1.0
1621,5834,1.0
1621,5963,1.0
1622,3950,1.0
1622,4337,1.0
1622,5267,1.0
1622,5672,1.0
1623,2629,1.0
1623,3460,1.0
1623,4584,1.0
1623,4975,1.0
1623,5039,1.0
1624,3308,1.0
1624,3387,1.0
1624,4636,1.0
1624,4965,1.0
1624,5974,1.0
1625,1922,1.0
1625,2121,1.0
1625,3317,1.0
1625,4178,1.0
1626,1915,1.0
1626,1929,1.0
1626,1954,1.0
1626,2354,1.0
1626,3267,1.0
1626,4258,1.0
1626,4622,1.0
1626,5325,1.0
1626,5836,1.0
1627,3862,1.0
1627,4101,1.0
1627,4832,1.0
1628,2590,1.0
1628,4286,1.0
1629,2056,1.0
1629,2074,1.0
1629,4145,1.0
1629,4730,1.0
1629,4997,1.0
1629,5266,1.0
1630,2380,1.0
1630,2712,1.0
1630,3374,1.0
1630,4680,1.0
1630,4938,1.0
1631,3315,1.0
1631,3328,1.0
1631,3359,1.0
1631,5319,1.0
1632,1934,1.0
1632,2882,1.0
1632,4575,1.0
1633,2698,1.0
1633,2783,1.0
1633,5349,1.0
1633,5964,1.0
1634,1765,1.0
1634,2115,1.0
1634,2381,1.0
1634,3581,1.0
1634,4633,1.0
1635,2265,1.0
1635,5170,1.0
1635,5324,1.0
1635,5820,1.0
1636,2054,1.0
1636,2526,1.0
1636,4451,1.0
1636,5739,1.0
1637,2259,1.0
1637,2473,1.0
1637,3538,1.0
1637,5423,1.0
1638,3376,1.0
1638,4347,1.0
1638,5469,1.0
1638,5768,1.0
1639,1881,1.0
1639,1960,1.0
1639,2926,1.0
1639,2975,1.0
1639,3358,1.0
1639,3373,1.0
1639,3564,1.0
1639,3568,1.0
1639,4005,1.0
1639,4208,1.0
1639,4540,1.0
1639,5291,1.0
1639,5704,1.0
1639,5745,1.0
1640,1776,1.0
1640,2287,1.0
1640,3526,1.0
1640,5851,1.0
1641,2130,1.0
1641,2838,1.0
1641,3399,1.0
1641,3753,1.0
1641,5737,1.0
1642,2534,1.0
1642,3686,1.0
1642,5108,1.0
1643,1940,1.0
1643,2115,1.0
1643,2773,1.0
1643,4663,1.0
1643,5210,1.0
1644,1909,1.0
1644,3723,1.0
1644,3996,1.0
1644,4083,1.0
1645,3724,1.0
1645,4064,1.0
1645,4147,1.0
1646,4184,1.0
1646,4326,1.0
1646,4333,1.0
1647,1721,1.0
1647,2623,1.0
1647,3417,1.0
1647,3789,1.0
1647,3926,1.0
1647,4042,1.0
1647,4085,1.0
1647,4278,1.0
1647,4317,1.0
1647,4506,1.0
1648,2146,1.0
1648,2940,1.0
1648,3539,1.0
1648,3594,1.0
1648,4871,1.0
1648,5432,1.0
1648,5682,1.0
1649,1817,1.0
1649,2077,1.0
1649,2361,1.0
1649,4143,1.0
1650,1815,1.0
1650,4572,1.0
1650,5633,1.0
1651,2379,1.0
1651,3141,1.0
1651,3942,1.0
1651,3986,1.0
1651,4113,1.0
1651,4814,1.0
1651,5203,1.0
1651,5224,1.0
1651,5261,1.0
1651,5547,1.0
1651,5671,1.0
1652,1910,1.0
1652,1981,1.0
1652,2624,1.0
1652,3090,1.0
1652,3146,1.0
1652,3459,1.0
1652,4044,1.0
1652,4484,1.0
1652,5659,1.0
1653,2029,1.0
1653,2178,1.0
1653,3625,1.0
1653,5666,1.0
1654,2477,1.0
1654,3649,1.0
1654,3870,1.0
1654,5826,1.0
1655,2357,1.0
1655,3365,1.0
1655,3463,1.0
1655,5810,1.0
1656,3834,1.0
1656,4359,1.0
1656,5133,1.0
1656,5441,1.0
1657,1909,1.0
1657,2128,1.0
1657,3996,1.0
1657,4457,1.0
1657,5752,1.0
1658,3717,1.0
1659,3183,1.0
1659,3351,1.0
1659,4540,1.0
1659,5209,1.0
1659,5843,1.0
1660,2362,1.0
1660,2423,1.0
1660,2804,1.0
1660,4292,1.0
1660,4821,1.0
1660,5454,1.0
1661,2570,1.0
1661,3255,1.0
1661,3751,1.0
1661,3963,1.0
1662,1794,1.0
1662,2698,1.0
1662,2973,1.0
1662,3813,1.0
1662,5653,1.0
1663,1851,1.0
1663,1966,1.0
1663,2393,1.0
1663,2752,1.0
1663,2836,1.0
1663,3574,1.0
1663,4753,1.0
1663,4812,1.0
1663,5141,1.0
1663,5962,1.0
1664,1952,1.0
1664,2777,1.0
1664,2880,1.0
1664,4623,1.0
1665,2665,1.0
1665,4494,1.0
1666,1698,1.0
1666,1850,1.0
1666,2863,1.0
1666,3548,1.0
1666,4903,1.0
1666,5867,1.0
1667,1722,1.0
1667,1871,1.0
1667,2749,1.0
1667,4504,1.0
1667,4573,1.0
1667,4733,1.0
1667,5802,1.0
1668,2359,1.0
1668,3476,1.0
1668,3874,1.0
1668,3890,1.0
1668,5027,1.0
1668,5838,1.0
1669,3090,1.0
1669,3253,1.0
1669,5159,1.0
1669,5260,1.0
1669,5608,1.0
1670,2225,1.0
1670,2561,1.0
1670,2767,1.0
1670,3193,1.0
1670,3580,1.0
1671,2318,1.0
1671,2543,1.0
1671,2563,1.0
1671,3529,1.0
1671,3862,1.0
1671,3949,1.0
1672,1731,1.0
1672,2881,1.0
1672,3372,1.0
1672,3606,1.0
1672,3627,1.0
1673,2162,1.0
1673,2609,1.0
1673,2703,1.0
1673,2812,1.0
1674,1691,1.0
1674,3948,1.0
1674,4625,1.0
1675,2227,1.0
1675,2343,1.0
1675,3528,1.0
1675,4222,1.0
1675,4449,1.0
1676,2450,1.0
1676,5710,1.0
1677,1736,1.0
1677,3180,1.0
1677,4165,1.0
1677,4709,1.0
1677,5692,1.0
1678,1794,1.0
1678,2182,1.0
1678,2766,1.0
1679,2614,1.0
1679,2764,1.0
1679,2781,1.0
1679,3464,1.0
1679,5849,1.0
1680,2018,1.0
1680,2538,1.0
1680,3006,1.0
1680,4290,1.0
1680,5119,1.0
1680,5136,1.0
1680,5675,1.0
1681,2469,1.0
1681,2800,1.0
1681,3372,1.0
1681,4051,1.0
1681,5214,1.0
1682,2111,1.0
1682,2984,1.0
1682,4255,1.0
1683,2798,1.0
1683,2957,1.0
1683,3398,1.0
1683,4333,1.0
1684,2919,1.0
1684,3561,1.0
1684,3649,1.0
1684,3728,1.0
1684,5775,1.0
1685,1869,1.0
1685,2130,1.0
1685,2838,1.0
1685,3753,1.0
1686,3316,1.0
1686,3831,1.0
1686,4127,1.0
1686,4290,1.0
1686,5620,1.0
1686,5714,1.0
1686,5765,1.0
1687,1839,1.0
1687,2605,1.0
1687,3340,1.0
1687,5862,1.0
1688,2486,1.0
1688,2630,1.0
1688,5809,1.0
1689,2382,1.0
1689,2512,1.0
1689,2799,1.0
1689,3704,1.0
1689,3902,1.0
1689,5000,1.0
1690,1874,1.0
1690,1978,1.0
1690,2824,1.0
1690,2998,1.0
1690,3058,1.0
1690,3263,1.0
1691,3219,1.0
1691,3924,1.0
1691,5037,1.0
1691,5106,1.0
1691,5512,1.0
1691,5659,1.0
1691,5936,1.0
1691,5997,1.0
1692,2354,1.0
1692,3649,1.0
1692,4258,1.0
1692,4622,1.0
1692,5290,1.0
1693,2421,1.0
1693,4574,1.0
1693,5037,1.0
1694,2606,1.0
1694,4555,1.0
1694,4644,1.0
1694,5305,1.0
1695,3403,1.0
1695,3611,1.0
1695,3716,1.0
1695,3954,1.0
1695,4085,1.0
1695,4645,1.0
1695,5905,1.0
1696,2012,1.0
1696,2376,1.0
1696,2512,1.0
1696,2557,1.0
1696,2893,1.0
1696,4843,1.0
1696,5095,1.0
1697,2060,1.0
1697,4359,1.0
1697,5053,1.0
1697,5651,1.0
1698,2309,1.0
1698,4922,1.0
1698,5024,1.0
1698,5867,1.0
1699,2337,1.0
1699,2633,1.0
1699,3138,1.0
1699,5907,1.0
1700,2051,1.0
1700,5329,1.0
1700,5780,1.0
1701,1750,1.0
1701,2583,1.0
1701,4028,1.0
1701,5500,1.0
1702,2523,1.0
1702,3235,1.0
1702,4093,1.0
1702,5399,1.0
1702,5660,1.0
1702,5709,1.0
1703,1798,1.0
1703,3768,1.0
1703,4300,1.0
1703,4489,1.0
1703,5480,1.0
1703,5884,1.0
1704,2451,1.0
1704,2929,1.0
1704,4768,1.0
1704,4975,1.0
1704,5039,1.0
1705,2098,1.0
1705,3586,1.0
1705,3843,1.0
1705,3871,1.0
1705,5607,1.0
1706,2158,1.0
1706,3005,1.0
1706,3695,1.0
1706,3905,1.0
1706,4014,1.0
1706,4912,1.0
1706,5054,1.0
1706,5317,1.0
1706,5358,1.0
1706,5433,1.0
1706,5956,1.0
1707,1919,1.0
1707,2455,1.0
1707,4469,1.0
1707,4850,1.0
1708,3021,1.0
1708,3669,1.0
1708,3676,1.0
1708,5064,1.0
1709,1885,1.0
1709,2324,1.0
1709,2694,1.0
1709,3011,1.0
1709,4391,1.0
1709,4589,1.0
1709,5871,1.0
1710,1894,1.0
1710,2038,1.0
1710,2487,1.0
1710,2690,1.0
1710,3206,1.0
1710,3261,1.0
1710,5447,1.0
1710,5754,1.0
1710,5866,1.0
1711,1985,1.0
1711,2150,1.0
1711,3223,1.0
1711,3884,1.0
1711,5875,1.0
1712,1992,1.0
1712,3162,1.0
1712,3644,1.0
1712,4498,1.0
1713,1738,1.0
1713,3712,1.0
1713,3877,1.0
1713,5418,1.0
1713,5715,1.0
1713,5792,1.0
1714,1780,1.0
1714,2795,1.0
1714,3130,1.0
1714,3494,1.0
1714,4269,1.0
1714,4537,1.0
1714,4769,1.0
1715,1791,1.0
1715,2262,1.0
1715,5877,1.0
1716,4081,1.0
1716,5851,1.0
1717,2306,1.0
1717,3024,1.0
1717,3833,1.0
1717,4936,1.0
1717,5341,1.0
1718,1753,1.0
1718,2331,1.0
1718,2598,1.0
1718,2878,1.0
1718,3286,1.0
1718,4056,1.0
1718,4378,1.0
1718,4980,1.0
1719,2896,1.0
1719,3768,1.0
1719,3951,1.0
1719,4218,1.0
1719,5050,1.0
1719,5734,1.0
1720,2222,1.0
1720,2763,1.0
1720,3526,1.0
1720,4248,1.0
1720,4611,1.0
1720,5286,1.0
1720,5621,1.0
1721,1975,1.0
1721,1982,1.0
1721,3153,1.0
1721,3417,1.0
1721,3608,1.0
1721,3926,1.0
1721,4061,1.0
1721,4085,1.0
1721,4317,1.0
1721,4506,1.0
1723,2050,1.0
1723,2212,1.0
1723,3263,1.0
1723,3934,1.0
1723,4095,1.0
1724,1825,1.0
1724,2691,1.0
1724,3434,1.0
1724,3532,1.0
1724,3583,1.0
1724,3586,1.0
1724,3917,1.0
1724,4522,1.0
1724,4554,1.0
1724,5171,1.0
1724,5449,1.0
1725,2684,1.0
1725,2962,1.0
1725,3214,1.0
1726,2012,1.0
1726,3533,1.0
1726,4450,1.0
1726,4552,1.0
1727,2173,1.0
1727,2307,1.0
1727,2892,1.0
1727,3484,1.0
1727,3649,1.0
1727,3804,1.0
1727,4339,1.0
1728,2990,1.0
1728,3359,1.0
1728,3538,1.0
1728,4229,1.0
1728,4604,1.0
1728,4752,1.0
1728,5215,1.0
1728,5423,1.0
1728,5686,1.0
1728,5941,1.0
1729,2419,1.0
1729,2991,1.0
1729,4950,1.0
1729,5327,1.0
1729,5494,1.0
1729,5782,1.0
1729,5816,1.0
1729,5869,1.0
1730,2460,1.0
1730,2529,1.0
1730,3687,1.0
1730,3830,1.0
1730,4117,1.0
1730,4885,1.0
1730,5916,1.0
1731,1836,1.0
1732,3022,1.0
1732,4501,1.0
1732,4728,1.0
1733,2634,1.0
1733,3859,1.0
1733,4909,1.0
1733,5687,1.0
1734,2031,1.0
1734,2483,1.0
1734,3807,1.0
1734,3922,1.0
1734,4534,1.0
1735,1847,1.0
1735,2719,1.0
1735,3285,1.0
1735,3669,1.0
1735,5087,1.0
1735,5283,1.0
1735,5516,1.0
1735,5897,1.0
1736,2853,1.0
1736,3160,1.0
1736,5272,1.0
1737,3023,1.0
1737,3498,1.0
1737,4425,1.0
1737,4942,1.0
1738,5715,1.0
1739,1926,1.0
1739,2396,1.0
1739,2790,1.0
1739,4818,1.0
1739,5738,1.0
1740,3057,1.0
1740,3407,1.0
1740,3437,1.0
1740,5294,1.0
1741,1983,1.0
1741,4225,1.0
1741,4869,1.0
1741,4931,1.0
1742,2119,1.0
1742,4574,1.0
1742,5235,1.0
1743,1859,1.0
1743,2497,1.0
1743,3727,1.0
1743,4639,1.0
1743,5287,1.0
1744,3223,1.0
1744,4615,1.0
1744,4810,1.0
1744,5708,1.0
1745,2313,1.0
1745,2534,1.0
1745,2544,1.0
1745,2906,1.0
1745,3296,1.0
1745,3639,1.0
1745,3680,1.0
1745,3758,1.0
1745,4368,1.0
1745,4862,1.0
1745,5038,1.0
1745,5244,1.0
1745,5397,1.0
1745,5448,1.0
1745,5614,1.0
1746,2308,1.0
1746,4179,1.0
1746,4395,1.0
1746,4657,1.0
1746,5662,1.0
1746,5701,1.0
1747,2029,1.0
1747,3827,1.0
1747,5229,1.0
1748,1880,1.0
1748,1919,1.0
1748,2676,1.0
1748,2935,1.0
1748,3946,1.0
1748,4084,1.0
1748,4337,1.0
1748,4527,1.0
1748,4706,1.0
1748,5145,1.0
1748,5618,1.0
1748,5921,1.0
1749,3044,1.0
1749,3055,1.0
1749,5416,1.0
1750,2583,1.0
1750,3025,1.0
1750,3247,1.0
1750,3909,1.0
1750,4176,1.0
1750,4561,1.0
1750,5168,1.0
1750,5293,1.0
1750,5500,1.0
1751,1782,1.0
1751,2351,1.0
1751,2590,1.0
1752,2291,1.0
1752,2731,1.0
1752,4275,1.0
1752,4757,1.0
1752,4944,1.0
1752,5899,1.0
1753,2271,1.0
1753,2878,1.0
1753,3057,1.0
1753,3286,1.0
1754,2959,1.0
1754,3066,1.0
1754,4590,1.0
1754,4956,1.0
1754,5557,1.0
1754,5980,1.0
1755,1807,1.0
1755,1965,1.0
1755,2640,1.0
1755,3143,1.0
1755,4949,1.0
1756,2817,1.0
1756,3648,1.0
1756,4448,1.0
1756,5295,1.0
1757,1795,1.0
1757,2354,1.0
1757,2460,1.0
1757,2482,1.0
1757,2726,1.0
1757,3651,1.0
1757,4019,1.0
1757,4049,1.0
1757,4147,1.0
1757,4690,1.0
1757,5774,1.0
1758,1805,1.0
1758,2344,1.0
1758,2500,1.0
1758,2576,1.0
1758,4933,1.0
1758,5128,1.0
1758,5309,1.0
1758,5636,1.0
1759,2023,1.0
1759,3445,1.0
1759,4569,1.0
1759,5357,1.0
1760,1979,1.0
1760,2664,1.0
1760,4001,1.0
1760,4750,1.0
1760,4851,1.0
1760,4986,1.0
1760,5793,1.0
1761,4619,1.0
1761,4809,1.0
1761,4992,1.0
1761,5439,1.0
1761,5643,1.0
1762,1792,1.0
1762,3521,1.0
1762,3738,1.0
1762,5022,1.0
1762,5686,1.0
1762,5854,1.0
1763,4311,1.0
1763,4327,1.0
1763,4343,1.0
1763,4535,1.0
1763,5581,1.0
1764,1777,1.0
1764,3929,1.0
1764,4432,1.0
1765,2381,1.0
1765,3581,1.0
1766,2496,1.0
1766,2657,1.0
1766,2876,1.0
1766,3658,1.0
1766,4118,1.0
1766,4196,1.0
1766,4668,1.0
1766,5147,1.0
1766,5985,1.0
1767,3328,1.0
1767,5014,1.0
1767,5904,1.0
1768,2026,1.0
1768,2161,1.0
1768,2252,1.0
1768,2371,1.0
1768,3053,1.0
1768,5958,1.0
1769,1828,1.0
1769,2590,1.0
1769,3229,1.0
1769,3750,1.0
1769,3982,1.0
1769,4040,1.0
1769,4077,1.0
1770,1893,1.0
1770,2428,1.0
1770,2545,1.0
1770,3048,1.0
1770,3818,1.0
1770,3844,1.0
1770,4242,1.0
1770,5006,1.0
1770,5621,1.0
1770,5711,1.0
1770,5755,1.0
1770,5857,1.0
1770,5974,1.0
1771,4208,1.0
1771,4664,1.0
1771,5070,1.0
1771,5579,1.0
1772,2187,1.0
1772,2735,1.0
1772,2864,1.0
1772,2933,1.0
1772,3479,1.0
1772,4094,1.0
1772,4895,1.0
1773,2907,1.0
1773,4529,1.0
1773,4786,1.0
1773,5998,1.0
1774,2592,1.0
1774,4030,1.0
1774,5062,1.0
1774,5794,1.0
1775,2517,1.0
1775,2988,1.0
1775,4516,1.0
1775,4628,1.0
1775,5622,1.0
1776,2287,1.0
1776,2749,1.0
1776,4864,1.0
1776,5274,1.0
1776,5299,1.0
1776,5427,1.0
1777,1829,1.0
1777,2871,1.0
1777,3684,1.0
1777,3859,1.0
1777,3966,1.0
1777,4432,1.0
1777,4448,1.0
1777,5630,1.0
1777,5664,1.0
1778,2181,1.0
1778,2479,1.0
1778,2683,1.0
1778,4733,1.0
1778,5208,1.0
1779,3312,1.0
1779,4184,1.0
1779,5004,1.0
1779,5242,1.0
1779,5979,1.0
1780,2010,1.0
1780,4537,1.0
1780,5510,1.0
1781,3376,1.0
1781,4347,1.0
1781,5197,1.0
1781,5768,1.0
1782,2351,1.0
1782,3075,1.0
1782,3460,1.0
1782,3470,1.0
1782,3502,1.0
1782,4433,1.0
1782,4477,1.0
1783,2384,1.0
1783,3635,1.0
1783,5399,1.0
1784,1804,1.0
1784,4198,1.0
1784,4574,1.0
1784,4744,1.0
1784,4968,1.0
1785,1926,1.0
1785,2209,1.0
1785,2422,1.0
1785,2499,1.0
1785,2705,1.0
1785,2860,1.0
1785,3335,1.0
1785,3414,1.0
1785,3731,1.0
1785,3741,1.0
1786,2909,1.0
1786,3003,1.0
1786,3851,1.0
1786,4197,1.0
1786,5976,1.0
1787,2074,1.0
1787,3362,1.0
1787,4832,1.0
1788,1811,1.0
1788,2667,1.0
1788,3208,1.0
1788,3616,1.0
1788,4130,1.0
1788,4565,1.0
1788,5235,1.0
1789,3023,1.0
1789,4621,1.0
1789,4889,1.0
1790,2334,1.0
1790,2474,1.0
1790,4327,1.0
1791,2925,1.0
1791,5877,1.0
1791,5957,1.0
1792,3521,1.0
1792,4114,1.0
1792,4677,1.0
1792,5854,1.0
1793,1904,1.0
1793,2250,1.0
1793,2591,1.0
1793,3336,1.0
1793,3449,1.0
1793,4444,1.0
1793,4524,1.0
1793,4810,1.0
1794,2170,1.0
1794,2858,1.0
1794,3041,1.0
1794,3512,1.0
1794,4145,1.0
1794,4172,1.0
1794,4209,1.0
1794,4997,1.0
1794,5037,1.0
1795,2680,1.0
1795,2757,1.0
1795,4130,1.0
1795,4147,1.0
1795,5092,1.0
1796,2447,1.0
1796,2531,1.0
1796,4142,1.0
1797,2001,1.0
1797,2085,1.0
1797,2461,1.0
1797,2485,1.0
1797,3937,1.0
1797,4692,1.0
1797,4696,1.0
1797,5953,1.0
1798,3923,1.0
1798,4931,1.0
1798,5884,1.0
1799,2066,1.0
1799,2449,1.0
1799,2597,1.0
1799,2913,1.0
1799,3405,1.0
1799,3468,1.0
1799,4821,1.0
1799,5080,1.0
1800,2243,1.0
1800,4632,1.0
1801,2189,1.0
1801,2502,1.0
1801,3491,1.0
1801,3893,1.0
1801,5193,1.0
1802,2403,1.0
1802,4685,1.0
1802,4751,1.0
1802,4855,1.0
1803,3591,1.0
1803,4270,1.0
1803,4606,1.0
1803,5172,1.0
1804,3632,1.0
1804,4838,1.0
1804,5470,1.0
1805,2216,1.0
1805,2576,1.0
1805,4064,1.0
1805,4933,1.0
1805,5309,1.0
1805,5524,1.0
1805,5636,1.0
1806,1901,1.0
1806,3029,1.0
1806,3157,1.0
1806,4624,1.0
1806,4972,1.0
1806,5271,1.0
1806,5718,1.0
1806,5891,1.0
1807,1921,1.0
1807,5394,1.0
1808,2607,1.0
1808,3107,1.0
1808,3454,1.0
1808,4069,1.0
1808,4270,1.0
1808,4450,1.0
1808,5279,1.0
1808,5414,1.0
1808,5865,1.0
1809,2688,1.0
1809,4706,1.0
1809,4999,1.0
1810,3190,1.0
1810,3764,1.0
1810,4590,1.0
1810,4631,1.0
1811,3457,1.0
1811,3615,1.0
1811,4130,1.0
1811,4785,1.0
1811,5744,1.0
1812,1909,1.0
1812,4457,1.0
1812,5904,1.0
1813,2319,1.0
1813,3142,1.0
1813,3180,1.0
1813,4093,1.0
1813,5740,1.0
1814,1987,1.0
1814,3094,1.0
1814,4328,1.0
1814,4577,1.0
1814,5556,1.0
1815,2062,1.0
1815,2707,1.0
1815,2941,1.0
1815,3614,1.0
1815,3658,1.0
1815,4897,1.0
1816,1879,1.0
1816,2724,1.0
1816,3162,1.0
1816,4977,1.0
1816,5162,1.0
1817,1923,1.0
1817,3681,1.0
1817,4282,1.0
