source,target,weight
806,4337,1.0
806,5010,1.0
806,5249,1.0
807,1229,1.0
807,2289,1.0
807,3104,1.0
807,4053,1.0
807,4549,1.0
807,5412,1.0
807,5570,1.0
808,1285,1.0
808,4038,1.0
808,4705,1.0
808,5219,1.0
808,5870,1.0
809,1449,1.0
809,3161,1.0
809,3585,1.0
809,4347,1.0
809,4570,1.0
809,5194,1.0
809,5677,1.0
810,2126,1.0
810,3671,1.0
810,4372,1.0
810,5344,1.0
810,5394,1.0
811,2334,1.0
811,2412,1.0
811,2474,1.0
811,5475,1.0
812,2738,1.0
812,2778,1.0
812,4259,1.0
812,4619,1.0
812,5985,1.0
813,904,1.0
813,1159,1.0
813,1874,1.0
813,3331,1.0
813,3509,1.0
813,3542,1.0
813,3985,1.0
813,5583,1.0
814,868,1.0
814,1013,1.0
814,1153,1.0
814,1665,1.0
814,2117,1.0
814,2448,1.0
814,2618,1.0
814,2665,1.0
814,4254,1.0
814,4361,1.0
815,2187,1.0
815,2564,1.0
815,3110,1.0
815,3215,1.0
815,4153,1.0
815,4245,1.0
815,5213,1.0
816,1365,1.0
816,1787,1.0
816,2953,1.0
816,3362,1.0
816,4969,1.0
817,846,1.0
817,3829,1.0
817,5117,1.0
817,5842,1.0
817,5971,1.0
818,1041,1.0
818,2387,1.0
818,3294,1.0
818,4861,1.0
819,3031,1.0
819,4280,1.0
819,4570,1.0
819,5230,1.0
819,5565,1.0
820,1236,1.0
820,1591,1.0
820,1943,1.0
820,2695,1.0
820,2818,1.0
820,4155,1.0
821,1694,1.0
821,2606,1.0
821,4644,1.0
821,4957,1.0
821,5856,1.0
822,1023,1.0
822,2365,1.0
822,5698,1.0
823,1189,1.0
823,1390,1.0
823,1462,1.0
823,1570,1.0
823,1857,1.0
823,2612,1.0
823,3369,1.0
823,3694,1.0
823,3702,1.0
823,3893,1.0
823,3911,1.0
823,4168,1.0
823,4604,1.0
823,4876,1.0
823,5100,1.0
824,2136,1.0
824,3270,1.0
824,3320,1.0
824,4159,1.0
824,5383,1.0
825,979,1.0
825,1584,1.0
825,1756,1.0
825,1896,1.0
825,2817,1.0
825,3866,1.0
825,4460,1.0
826,931,1.0
826,963,1.0
826,1069,1.0
826,2527,1.0
826,2875,1.0
826,2897,1.0
826,4097,1.0
826,4116,1.0
826,4192,1.0
826,4287,1.0
826,4651,1.0
826,5073,1.0
826,5331,1.0
826,5688,1.0
827,1222,1.0
827,1956,1.0
827,3691,1.0
827,4657,1.0
827,5505,1.0
827,5604,1.0
828,1629,1.0
828,2783,1.0
828,3927,1.0
828,4024,1.0
828,4978,1.0
829,1607,1.0
829,2239,1.0
829,3490,1.0
829,3592,1.0
829,3750,1.0
830,1833,1.0
830,4475,1.0
830,4495,1.0
830,5460,1.0
830,5605,1.0
831,966,1.0
831,1324,1.0
831,3047,1.0
831,3259,1.0
831,4255,1.0
831,5036,1.0
831,5561,1.0
831,5826,1.0
831,5894,1.0
832,961,1.0
832,3438,1.0
833,1149,1.0
833,1410,1.0
833,1584,1.0
833,2871,1.0
833,3732,1.0
833,5253,1.0
833,5753,1.0
834,993,1.0
834,1909,1.0
834,3112,1.0
834,3127,1.0
834,3698,1.0
834,4789,1.0
834,5060,1.0
834,5575,1.0
835,2768,1.0
835,4481,1.0
835,5954,1.0
836,1391,1.0
836,1939,1.0
836,2170,1.0
836,2324,1.0
836,3813,1.0
836,4145,1.0
836,5190,1.0
837,866,1.0
837,1986,1.0
837,2313,1.0
837,4459,1.0
837,4816,1.0
837,5606,1.0
838,869,1.0
838,1279,1.0
838,1293,1.0
838,1308,1.0
838,1959,1.0
839,852,1.0
839,965,1.0
839,2189,1.0
839,4321,1.0
839,5210,1.0
840,1994,1.0
840,2044,1.0
840,2941,1.0
840,4141,1.0
840,4505,1.0
841,4355,1.0
841,4376,1.0
841,4933,1.0
841,5505,1.0
841,5670,1.0
841,5743,1.0
842,1304,1.0
842,1386,1.0
842,1534,1.0
842,2227,1.0
842,2343,1.0
842,4449,1.0
842,5078,1.0
842,5190,1.0
843,946,1.0
843,952,1.0
843,1342,1.0
843,2159,1.0
843,5953,1.0
844,1286,1.0
844,2603,1.0
844,3036,1.0
844,5478,1.0
844,5825,1.0
844,5989,1.0
845,1076,1.0
845,1173,1.0
845,2410,1.0
845,2840,1.0
845,4692,1.0
845,4709,1.0
845,4827,1.0
845,5514,1.0
846,1335,1.0
846,1550,1.0
846,2256,1.0
846,3829,1.0
846,4086,1.0
846,4121,1.0
846,5243,1.0
846,5842,1.0
846,5971,1.0
847,1767,1.0
847,2449,1.0
847,2815,1.0
847,3100,1.0
847,3431,1.0
847,3668,1.0
847,4274,1.0
848,1855,1.0
848,2195,1.0
848,2250,1.0
848,2740,1.0
848,4836,1.0
849,972,1.0
849,4078,1.0
849,4150,1.0
849,4428,1.0
849,4508,1.0
850,2390,1.0
850,2761,1.0
850,3938,1.0
850,4269,1.0
850,5627,1.0
850,5839,1.0
851,2761,1.0
851,3465,1.0
851,3633,1.0
851,4880,1.0
851,5747,1.0
852,2700,1.0
852,3075,1.0
852,4067,1.0
852,4700,1.0
852,5100,1.0
853,1036,1.0
853,1289,1.0
853,1475,1.0
853,1632,1.0
853,1698,1.0
853,2309,1.0
853,2808,1.0
853,4338,1.0
853,4859,1.0
853,4906,1.0
853,4922,1.0
853,5914,1.0
854,1127,1.0
854,4382,1.0
854,4507,1.0
854,4590,1.0
855,1339,1.0
855,2065,1.0
855,3149,1.0
855,4548,1.0
855,4620,1.0
855,5497,1.0
856,2484,1.0
856,4132,1.0
856,4964,1.0
856,5126,1.0
856,5193,1.0
856,5320,1.0
857,1757,1.0
857,2726,1.0
857,2823,1.0
857,4147,1.0
857,4686,1.0
858,1265,1.0
858,1656,1.0
858,2300,1.0
858,2454,1.0
858,2464,1.0
858,2610,1.0
858,2890,1.0
858,3834,1.0
858,3835,1.0
858,5133,1.0
858,5619,1.0
859,908,1.0
859,1228,1.0
859,2243,1.0
859,2627,1.0
859,4430,1.0
859,4679,1.0
859,5077,1.0
860,1205,1.0
860,1450,1.0
860,2189,1.0
860,2933,1.0
861,4401,1.0
861,4681,1.0
861,5010,1.0
861,5131,1.0
861,5247,1.0
862,2597,1.0
862,3003,1.0
862,3891,1.0
862,3978,1.0
862,3988,1.0
862,4065,1.0
862,4771,1.0
862,4994,1.0
863,2126,1.0
863,2323,1.0
863,2819,1.0
863,5584,1.0
864,894,1.0
864,3867,1.0
864,4180,1.0
864,5305,1.0
864,5560,1.0
865,1487,1.0
865,1693,1.0
865,1730,1.0
865,4117,1.0
865,4296,1.0
865,4574,1.0
865,5982,1.0
866,1004,1.0
866,1986,1.0
866,4370,1.0
866,4399,1.0
866,5602,1.0
866,5606,1.0
867,1821,1.0
867,2191,1.0
867,3319,1.0
867,3858,1.0
867,4203,1.0
867,4600,1.0
867,5260,1.0
868,914,1.0
868,1153,1.0
868,4254,1.0
868,4793,1.0
869,1279,1.0
869,1293,1.0
869,1628,1.0
869,1959,1.0
869,1971,1.0
869,2559,1.0
869,2997,1.0
869,3694,1.0
869,4643,1.0
869,5555,1.0
870,2353,1.0
870,3297,1.0
870,5122,1.0
870,5234,1.0
871,2552,1.0
871,2698,1.0
871,2751,1.0
871,4832,1.0
871,4984,1.0
871,5758,1.0
872,1212,1.0
872,1672,1.0
872,2315,1.0
872,3606,1.0
872,3627,1.0
872,3826,1.0
872,4013,1.0
872,4239,1.0
872,4688,1.0
872,4928,1.0
872,5544,1.0
873,3031,1.0
873,3783,1.0
873,3864,1.0
873,4280,1.0
873,5533,1.0
874,944,1.0
874,1657,1.0
874,2397,1.0
874,3367,1.0
874,4274,1.0
875,1998,1.0
875,2270,1.0
875,2543,1.0
875,2563,1.0
875,3766,1.0
875,4581,1.0
876,1066,1.0
876,1266,1.0
876,1638,1.0
876,2156,1.0
876,3148,1.0
876,3376,1.0
876,4916,1.0
876,5768,1.0
877,1581,1.0
877,3578,1.0
877,4246,1.0
877,4820,1.0
877,4845,1.0
877,5146,1.0
878,944,1.0
878,997,1.0
878,4029,1.0
878,4891,1.0
878,5239,1.0
878,5457,1.0
878,5510,1.0
879,1165,1.0
879,1658,1.0
879,1936,1.0
879,2722,1.0
879,4062,1.0
879,5224,1.0
879,5261,1.0
880,1149,1.0
880,1395,1.0
880,2669,1.0
880,2945,1.0
880,3765,1.0
881,1855,1.0
881,2656,1.0
881,4836,1.0
881,4881,1.0
881,5272,1.0
881,5410,1.0
881,5652,1.0
881,5749,1.0
882,1369,1.0
882,3309,1.0
882,4128,1.0
882,4142,1.0
882,5328,1.0
882,5791,1.0
883,986,1.0
883,2762,1.0
883,3404,1.0
883,3974,1.0
883,4373,1.0
883,4397,1.0
883,4461,1.0
883,4659,1.0
884,1578,1.0
884,2572,1.0
884,3304,1.0
884,5242,1.0
884,5299,1.0
885,1384,1.0
885,1541,1.0
885,1569,1.0
885,1954,1.0
885,1988,1.0
885,5362,1.0
885,5417,1.0
886,1525,1.0
886,3908,1.0
886,4006,1.0
886,5075,1.0
886,5800,1.0
887,1853,1.0
887,2915,1.0
887,2944,1.0
887,3754,1.0
887,4518,1.0
887,5288,1.0
888,932,1.0
888,1163,1.0
888,1498,1.0
888,2608,1.0
888,2946,1.0
888,3153,1.0
888,3932,1.0
888,5809,1.0
888,5816,1.0
889,1378,1.0
889,2471,1.0
889,2682,1.0
889,3549,1.0
889,3983,1.0
890,989,1.0
890,1802,1.0
890,2403,1.0
890,2959,1.0
890,4119,1.0
890,4751,1.0
890,4856,1.0
891,1222,1.0
891,2915,1.0
891,3560,1.0
891,4072,1.0
891,4518,1.0
891,4524,1.0
891,4852,1.0
891,5377,1.0
892,920,1.0
892,1030,1.0
892,2242,1.0
892,2599,1.0
892,2933,1.0
893,1033,1.0
893,2729,1.0
893,3031,1.0
893,3943,1.0
893,4668,1.0
893,5046,1.0
893,5147,1.0
894,913,1.0
894,4817,1.0
894,4954,1.0
894,5305,1.0
895,972,1.0
895,1167,1.0
895,1381,1.0
895,1705,1.0
895,3256,1.0
895,3360,1.0
895,3550,1.0
895,4480,1.0
895,5195,1.0
895,5840,1.0
896,1618,1.0
896,1952,1.0
896,2880,1.0
896,3175,1.0
896,4271,1.0
897,1516,1.0
897,2358,1.0
897,2846,1.0
897,3553,1.0
897,5481,1.0
898,1243,1.0
898,1836,1.0
898,1875,1.0
898,2630,1.0
898,2967,1.0
898,4207,1.0
898,4504,1.0
898,5196,1.0
899,1268,1.0
899,1736,1.0
899,3151,1.0
899,3160,1.0
899,4142,1.0
899,4953,1.0
900,1152,1.0
900,1717,1.0
900,2268,1.0
900,2306,1.0
900,3024,1.0
900,4936,1.0
900,4973,1.0
900,5030,1.0
900,5341,1.0
900,5396,1.0
901,971,1.0
901,1497,1.0
901,5290,1.0
902,1621,1.0
902,2524,1.0
902,3755,1.0
902,5103,1.0
902,5778,1.0
902,5936,1.0
902,5963,1.0
903,1480,1.0
903,2385,1.0
903,2539,1.0
903,3354,1.0
903,3936,1.0
903,5863,1.0
903,5868,1.0
904,1874,1.0
904,2957,1.0
904,3133,1.0
904,5032,1.0
904,5647,1.0
904,5666,1.0
905,1249,1.0
905,2946,1.0
905,4090,1.0
905,5950,1.0
906,1053,1.0
906,1183,1.0
906,2059,1.0
906,3037,1.0
906,3504,1.0
906,3818,1.0
906,4996,1.0
907,2119,1.0
907,2152,1.0
907,2348,1.0
907,3183,1.0
907,4051,1.0
907,4078,1.0
907,4606,1.0
907,4835,1.0
907,4953,1.0
908,1228,1.0
908,2026,1.0
908,3837,1.0
908,4430,1.0
908,5441,1.0
909,2693,1.0
909,4188,1.0
909,5097,1.0
909,5634,1.0
909,5669,1.0
910,3756,1.0
910,3867,1.0
910,4127,1.0
910,4306,1.0
910,5136,1.0
911,1615,1.0
911,1703,1.0
911,1798,1.0
911,1812,1.0
911,1909,1.0
911,4300,1.0
911,4457,1.0
911,4538,1.0
911,4748,1.0
911,5348,1.0
911,5480,1.0
911,5575,1.0
911,5884,1.0
912,1648,1.0
912,3889,1.0
912,4364,1.0
912,4817,1.0
912,5215,1.0
912,5334,1.0
913,2560,1.0
913,3577,1.0
913,4384,1.0
913,4388,1.0
913,5353,1.0
914,1053,1.0
914,1269,1.0
914,3088,1.0
914,3856,1.0
914,4125,1.0
914,4963,1.0
914,5682,1.0
915,1042,1.0
915,2984,1.0
915,3451,1.0
915,3910,1.0
915,4095,1.0
915,4714,1.0
916,954,1.0
916,1507,1.0
916,3659,1.0
916,4588,1.0
916,5142,1.0
916,5364,1.0
917,987,1.0
917,1079,1.0
917,1716,1.0
917,2639,1.0
917,2660,1.0
917,2842,1.0
917,2882,1.0
917,3057,1.0
917,4316,1.0
917,4427,1.0
917,4454,1.0
917,5342,1.0
918,1975,1.0
918,2086,1.0
918,2358,1.0
918,4085,1.0
918,4807,1.0
918,5064,1.0
919,2914,1.0
919,5081,1.0
919,5217,1.0
920,1030,1.0
920,1089,1.0
920,1468,1.0
920,1773,1.0
920,2242,1.0
920,2325,1.0
920,2599,1.0
920,2807,1.0
920,4228,1.0
920,4495,1.0
921,1680,1.0
921,2018,1.0
921,4180,1.0
921,4765,1.0
921,5675,1.0
922,1042,1.0
922,1587,1.0
922,1822,1.0
922,2318,1.0
922,2894,1.0
922,2998,1.0
922,4388,1.0
922,5019,1.0
922,5180,1.0
922,5431,1.0
923,1651,1.0
923,3241,1.0
923,3942,1.0
923,3986,1.0
923,4814,1.0
924,1004,1.0
924,2908,1.0
924,4636,1.0
924,5315,1.0
924,5769,1.0
925,1052,1.0
925,1237,1.0
925,1302,1.0
925,2379,1.0
925,2886,1.0
925,3096,1.0
926,988,1.0
926,1354,1.0
926,2019,1.0
926,3113,1.0
927,1109,1.0
927,1316,1.0
927,1678,1.0
927,1884,1.0
927,2006,1.0
927,2157,1.0
927,2584,1.0
928,2394,1.0
928,2571,1.0
928,3506,1.0
928,3648,1.0
928,4023,1.0
928,4217,1.0
928,5065,1.0
928,5513,1.0
928,5562,1.0
929,1429,1.0
929,1606,1.0
929,2325,1.0
929,2525,1.0
929,3226,1.0
929,3987,1.0
929,5595,1.0
929,5629,1.0
930,1237,1.0
930,1538,1.0
930,3141,1.0
930,3394,1.0
931,1069,1.0
931,1411,1.0
931,2875,1.0
931,4097,1.0
931,5315,1.0
932,1732,1.0
932,3022,1.0
932,4495,1.0
932,5809,1.0
933,935,1.0
933,1082,1.0
933,4513,1.0
933,5339,1.0
934,1055,1.0
934,2445,1.0
934,2492,1.0
934,2588,1.0
934,2758,1.0
934,2897,1.0
934,3353,1.0
934,3402,1.0
934,3749,1.0
934,4446,1.0
934,4913,1.0
934,4999,1.0
934,5152,1.0
934,5442,1.0
934,5534,1.0
934,5640,1.0
935,1073,1.0
935,1259,1.0
935,1837,1.0
935,2182,1.0
935,2510,1.0
935,2766,1.0
935,3556,1.0
935,4513,1.0
935,4731,1.0
935,5523,1.0
936,2858,1.0
936,3547,1.0
936,4289,1.0
936,5008,1.0
936,5719,1.0
936,5748,1.0
937,1626,1.0
937,2191,1.0
937,2354,1.0
937,3150,1.0
937,3858,1.0
938,2866,1.0
938,4508,1.0
938,4662,1.0
939,1986,1.0
939,2260,1.0
939,2487,1.0
939,2891,1.0
939,3542,1.0
939,3584,1.0
939,3618,1.0
939,3645,1.0
939,5145,1.0
939,5419,1.0
939,5606,1.0
940,2206,1.0
940,3123,1.0
940,3284,1.0
940,3370,1.0
940,3961,1.0
940,4072,1.0
940,4149,1.0
940,4211,1.0
940,4292,1.0
940,4481,1.0
940,4576,1.0
940,5422,1.0
940,5850,1.0
941,2340,1.0
941,2420,1.0
941,3326,1.0
942,1222,1.0
942,1334,1.0
942,1352,1.0
942,1411,1.0
942,1558,1.0
942,1746,1.0
942,2173,1.0
942,2231,1.0
942,2648,1.0
942,2944,1.0
942,3570,1.0
942,3649,1.0
942,3652,1.0
942,3728,1.0
942,3804,1.0
942,3955,1.0
942,4135,1.0
942,4243,1.0
942,4834,1.0
942,4948,1.0
942,4959,1.0
942,5156,1.0
942,5237,1.0
942,5386,1.0
942,5683,1.0
942,5973,1.0
942,5975,1.0
943,2945,1.0
943,3394,1.0
943,3765,1.0
943,3966,1.0
943,5706,1.0
944,1298,1.0
944,4029,1.0
944,4288,1.0
944,4891,1.0
944,5166,1.0
945,1742,1.0
945,1779,1.0
945,1788,1.0
945,1803,1.0
945,2667,1.0
945,2872,1.0
945,3208,1.0
945,3616,1.0
945,4184,1.0
945,4565,1.0
945,5004,1.0
945,5235,1.0
946,2076,1.0
946,3733,1.0
946,5030,1.0
946,5168,1.0
947,1520,1.0
947,3877,1.0
947,5715,1.0
948,1636,1.0
948,1783,1.0
948,2879,1.0
948,5311,1.0
949,1541,1.0
949,2956,1.0
949,3483,1.0
949,4940,1.0
949,5148,1.0
949,5183,1.0
949,5362,1.0
949,5984,1.0
950,1014,1.0
950,1695,1.0
950,3245,1.0
950,5766,1.0
950,5773,1.0
950,5944,1.0
951,1139,1.0
951,1663,1.0
951,2393,1.0
951,2752,1.0
951,4753,1.0
951,5141,1.0
952,1944,1.0
952,2159,1.0
952,4495,1.0
953,957,1.0
953,1214,1.0
953,2063,1.0
953,2756,1.0
953,2877,1.0
953,2937,1.0
953,4543,1.0
953,4941,1.0
953,5441,1.0
953,5689,1.0
953,5979,1.0
954,1507,1.0
954,2331,1.0
954,3077,1.0
954,3379,1.0
954,3659,1.0
954,4588,1.0
954,5281,1.0
954,5364,1.0
955,2460,1.0
955,2529,1.0
955,3830,1.0
955,4427,1.0
955,5356,1.0
956,1744,1.0
956,2240,1.0
956,3543,1.0
956,3958,1.0
956,4704,1.0
956,5086,1.0
956,5994,1.0
957,3379,1.0
957,4058,1.0
957,4718,1.0
957,5193,1.0
958,1350,1.0
958,2182,1.0
958,2956,1.0
958,3150,1.0
958,3767,1.0
959,1665,1.0
959,1935,1.0
959,2155,1.0
959,2511,1.0
959,2535,1.0
959,2885,1.0
959,4494,1.0
959,5119,1.0
959,5545,1.0
960,1496,1.0
960,2307,1.0
960,2360,1.0
960,4917,1.0
961,1519,1.0
961,1560,1.0
961,3367,1.0
961,3564,1.0
961,3939,1.0
961,4380,1.0
961,5745,1.0
962,982,1.0
962,1039,1.0
962,1093,1.0
962,1630,1.0
962,2380,1.0
962,2712,1.0
962,2973,1.0
962,3374,1.0
962,4680,1.0
962,5900,1.0
963,998,1.0
963,1623,1.0
963,3002,1.0
963,3574,1.0
963,4651,1.0
964,1371,1.0
964,4827,1.0
965,1359,1.0
965,1634,1.0
965,1765,1.0
965,2381,1.0
965,5839,1.0
966,1682,1.0
966,2298,1.0
966,3047,1.0
966,4255,1.0
966,5826,1.0
967,1155,1.0
967,1406,1.0
967,1856,1.0
967,2139,1.0
967,2660,1.0
967,3401,1.0
967,3755,1.0
968,1123,1.0
968,1227,1.0
968,1985,1.0
968,2271,1.0
968,3605,1.0
968,3714,1.0
968,3832,1.0
968,4099,1.0
968,5329,1.0
968,5972,1.0
969,1658,1.0
969,2072,1.0
969,3361,1.0
969,3621,1.0
969,4508,1.0
969,5184,1.0
970,5285,1.0
970,5314,1.0
971,1140,1.0
971,3357,1.0
971,4129,1.0
971,4734,1.0
971,5955,1.0
972,1381,1.0
972,1412,1.0
972,1713,1.0
972,1920,1.0
972,2720,1.0
972,3360,1.0
972,3392,1.0
972,3397,1.0
972,3843,1.0
972,3856,1.0
972,5927,1.0
973,2127,1.0
973,2203,1.0
973,4249,1.0
974,1447,1.0
974,1824,1.0
974,2501,1.0
974,3472,1.0
974,3924,1.0
974,4516,1.0
974,4776,1.0
974,5574,1.0
975,2935,1.0
975,3451,1.0
975,4636,1.0
975,4945,1.0
975,5312,1.0
975,5806,1.0
976,1939,1.0
976,2580,1.0
976,3295,1.0
976,4532,1.0
976,5123,1.0
976,5428,1.0
976,5436,1.0
977,1417,1.0
977,2347,1.0
977,2943,1.0
977,3095,1.0
977,3947,1.0
977,4281,1.0
977,4330,1.0
977,4407,1.0
977,4826,1.0
977,5717,1.0
977,5820,1.0
978,1916,1.0
978,2082,1.0
978,3596,1.0
978,3682,1.0
978,5564,1.0
979,1050,1.0
979,1896,1.0
979,2817,1.0
979,4346,1.0
979,4460,1.0
979,5044,1.0
979,5082,1.0
979,5110,1.0
980,1014,1.0
980,1385,1.0
980,2013,1.0
980,2302,1.0
980,3484,1.0
980,4232,1.0
980,5450,1.0
980,5766,1.0
980,5773,1.0
981,3793,1.0
981,3858,1.0
981,4699,1.0
981,4701,1.0
981,5113,1.0
982,3987,1.0
982,5900,1.0
983,1832,1.0
983,1839,1.0
983,2213,1.0
983,3827,1.0
983,5149,1.0
984,1586,1.0
984,2469,1.0
984,3938,1.0
984,5422,1.0
985,1425,1.0
985,1967,1.0
985,2679,1.0
985,3375,1.0
985,4123,1.0
986,994,1.0
986,1281,1.0
986,4397,1.0
986,4602,1.0
986,4722,1.0
987,1716,1.0
987,2303,1.0
987,2639,1.0
987,2842,1.0
987,3107,1.0
987,4316,1.0
987,5365,1.0
988,996,1.0
988,1656,1.0
988,1745,1.0
988,2035,1.0
988,2544,1.0
988,2906,1.0
988,4368,1.0
988,5010,1.0
988,5108,1.0
989,1800,1.0
989,2195,1.0
989,2591,1.0
989,2959,1.0
990,1980,1.0
990,3985,1.0
990,3998,1.0
990,4724,1.0
991,1807,1.0
991,2180,1.0
991,2284,1.0
991,2783,1.0
991,3411,1.0
991,5857,1.0
992,3563,1.0
992,3772,1.0
992,3804,1.0
992,4179,1.0
992,4657,1.0
993,1252,1.0
993,4659,1.0
993,5480,1.0
993,5674,1.0
994,2215,1.0
994,3317,1.0
994,3837,1.0
994,5381,1.0
994,5610,1.0
995,1019,1.0
995,3836,1.0
995,5212,1.0
995,5532,1.0
996,1263,1.0
996,1265,1.0
996,1965,1.0
996,2043,1.0
996,2132,1.0
996,3028,1.0
996,3531,1.0
996,3602,1.0
996,3660,1.0
996,3925,1.0
996,4148,1.0
996,4259,1.0
996,4361,1.0
996,4614,1.0
996,4793,1.0
996,4949,1.0
996,5133,1.0
996,5395,1.0
996,5983,1.0
997,3270,1.0
997,5383,1.0
997,5491,1.0
998,1663,1.0
998,2752,1.0
998,3574,1.0
998,5531,1.0
999,2932,1.0
999,4131,1.0
999,5089,1.0
999,5090,1.0
999,5332,1.0
999,5746,1.0
1000,1473,1.0
1000,2623,1.0
1000,2720,1.0
1000,3153,1.0
1000,4085,1.0
1000,4317,1.0
1000,5188,1.0
1000,5927,1.0
1001,1294,1.0
1001,2217,1.0
1001,2824,1.0
1001,3713,1.0
1001,4039,1.0
1001,4829,1.0
1001,5012,1.0
1002,2555,1.0
1002,4009,1.0
1002,4043,1.0
1002,4186,1.0
1003,2933,1.0
1003,5776,1.0
1004,1215,1.0
1004,1267,1.0
1004,1283,1.0
1004,2766,1.0
1004,2908,1.0
1004,3382,1.0
1004,5315,1.0
1004,5769,1.0
1005,1847,1.0
1005,2209,1.0
1005,2895,1.0
1005,3500,1.0
1005,3676,1.0
1005,5028,1.0
1005,5064,1.0
1005,5946,1.0
1006,2073,1.0
1006,2997,1.0
1006,3021,1.0
1006,4112,1.0
1006,5064,1.0
1006,5215,1.0
1007,1889,1.0
1007,3875,1.0
1007,4279,1.0
1007,5285,1.0
1008,1484,1.0
1008,1701,1.0
1008,1750,1.0
1008,3025,1.0
1008,3210,1.0
1008,3677,1.0
1008,4176,1.0
1008,4561,1.0
1008,5438,1.0
1008,5500,1.0
1009,2563,1.0
1009,2928,1.0
1009,3074,1.0
1009,3170,1.0
1009,3456,1.0
1009,3766,1.0
1009,4410,1.0
1009,5114,1.0
1009,5120,1.0
1009,5276,1.0
1009,5557,1.0
1010,1071,1.0
1010,2151,1.0
1010,3318,1.0
1010,4069,1.0
1010,4495,1.0
1010,4620,1.0
1010,4848,1.0
1010,5049,1.0
1010,5510,1.0
1011,1037,1.0
1011,1460,1.0
1011,1646,1.0
1011,4333,1.0
1012,3047,1.0
1012,3734,1.0
1012,3903,1.0
1012,5970,1.0
1013,1114,1.0
1013,1984,1.0
1013,2654,1.0
1013,2819,1.0
1013,5317,1.0
1013,5358,1.0
1014,1225,1.0
1014,2013,1.0
1014,2254,1.0
1014,2302,1.0
1014,5450,1.0
1014,5766,1.0
1014,5773,1.0
1015,2504,1.0
1015,3193,1.0
1015,3525,1.0
1015,4157,1.0
1015,4916,1.0
1016,1508,1.0
1016,1955,1.0
1016,2554,1.0
1016,4381,1.0
1016,4695,1.0
1016,5863,1.0
1017,1020,1.0
1017,2228,1.0
1017,3100,1.0
1017,3374,1.0
1017,3700,1.0
1017,4038,1.0
1017,4591,1.0
1017,5870,1.0
1018,1443,1.0
1018,2663,1.0
1018,5844,1.0
1019,1977,1.0
1019,2664,1.0
1019,4001,1.0
1019,4691,1.0
1019,4838,1.0
1019,5058,1.0
1019,5793,1.0
1020,1229,1.0
1020,2795,1.0
1020,5635,1.0
1020,5870,1.0
1021,1927,1.0
1021,2186,1.0
1021,3323,1.0
1021,3367,1.0
1021,5338,1.0
1022,2314,1.0
1022,3771,1.0
1022,4802,1.0
1022,4850,1.0
1023,1096,1.0
1023,3981,1.0
1023,4526,1.0
1023,4773,1.0
1024,2615,1.0
1024,4081,1.0
1024,4343,1.0
1024,4709,1.0
1025,1336,1.0
1025,1599,1.0
1025,2263,1.0
1025,3015,1.0
1025,3893,1.0
1025,4637,1.0
1026,1965,1.0
1026,4259,1.0
1026,4361,1.0
1026,4793,1.0
1026,5379,1.0
1027,3197,1.0
1027,4449,1.0
1027,5205,1.0
1027,5522,1.0
1028,2274,1.0
1028,4453,1.0
1028,4525,1.0
1028,5222,1.0
1028,5541,1.0
1028,5777,1.0
1029,3581,1.0
1029,4166,1.0
1029,4633,1.0
1029,4993,1.0
1029,5155,1.0
1029,5543,1.0
1030,2242,1.0
1030,2933,1.0
1030,4276,1.0
1031,1178,1.0
1031,2912,1.0
1031,3740,1.0
1031,5250,1.0
1032,2147,1.0
1032,2636,1.0
1032,2919,1.0
1032,3165,1.0
1032,4369,1.0
1032,5289,1.0
1032,5819,1.0
1032,5888,1.0
1033,3031,1.0
1033,3182,1.0
1033,3776,1.0
1033,3864,1.0
1033,3943,1.0
1033,4280,1.0
1033,5230,1.0
1034,1424,1.0
1034,3482,1.0
1034,4735,1.0
1034,4909,1.0
1034,5681,1.0
1035,1190,1.0
1035,1278,1.0
1035,1938,1.0
1035,2858,1.0
1035,2873,1.0
1035,3100,1.0
1035,3350,1.0
1035,4674,1.0
1035,4803,1.0
1035,5115,1.0
1035,5748,1.0
1036,2309,1.0
1036,2594,1.0
1036,3432,1.0
1036,4859,1.0
1037,1449,1.0
1037,2908,1.0
1037,3418,1.0
1037,4402,1.0
1038,1794,1.0
1038,3512,1.0
1038,4209,1.0
1038,4390,1.0
1038,5266,1.0
1039,1093,1.0
1039,1432,1.0
1039,1630,1.0
1039,1751,1.0
1039,1763,1.0
1039,2462,1.0
1039,2712,1.0
1039,3374,1.0
1039,4311,1.0
1039,4680,1.0
1039,4938,1.0
1039,5592,1.0
1040,1042,1.0
1040,1219,1.0
1040,2085,1.0
1040,2970,1.0
1040,3331,1.0
1040,4378,1.0
1041,2360,1.0
1041,3461,1.0
1041,4334,1.0
1041,4969,1.0
1041,5395,1.0
1042,1333,1.0
1042,1607,1.0
1042,1690,1.0
1042,2310,1.0
1042,2373,1.0
1042,2659,1.0
1042,2824,1.0
1042,2894,1.0
1042,2970,1.0
1042,2998,1.0
1042,3238,1.0
1042,3331,1.0
1042,3657,1.0
1042,3739,1.0
1042,3822,1.0
1042,3929,1.0
1042,4388,1.0
1042,4406,1.0
1042,4432,1.0
1042,5019,1.0
1043,1705,1.0
1043,1759,1.0
1043,4653,1.0
1043,5607,1.0
1044,3030,1.0
1044,3032,1.0
1044,3425,1.0
